,location,total_sqft,bath,price,bhk
2961,Hebbal,1320.0,2.0,92.0,2
2962,Hebbal,919.0,2.0,49.0,2
2963,Hebbal,1645.0,3.0,135.0,3
2964,Hebbal,2080.0,3.0,175.0,3
2966,Hebbal,2483.0,5.0,230.0,4
2967,Hebbal,2600.0,3.0,195.0,3
2968,Hebbal,1645.0,3.0,117.0,3
2969,Hebbal,1251.0,2.0,88.73,2
2970,Hebbal,1645.0,3.0,121.0,3
2971,Hebbal,1760.0,3.0,123.0,3
2973,Hebbal,3960.0,5.0,386.0,4
2974,Hebbal,1645.0,3.0,120.0,3
2975,Hebbal,1255.0,2.0,90.0,3
2976,Hebbal,1645.0,3.0,117.0,3
2979,Hebbal,1636.0,3.0,119.0,3
2980,Hebbal,2661.0,2.0,226.5,3
2981,Hebbal,1255.0,2.0,95.0,3
2984,Hebbal,1255.0,2.0,95.0,3
2985,Hebbal,1088.0,2.0,61.45,2
2986,Hebbal,1349.0,2.0,97.8,2
2988,Hebbal,1344.0,2.0,108.0,2
2989,Hebbal,1255.0,2.0,90.0,3
2991,Hebbal,1138.0,2.0,110.0,2
2992,Hebbal,2790.0,5.0,204.0,4
2993,Hebbal,1088.0,2.0,62.0,2
2994,Hebbal,1987.0,4.0,165.0,3
2996,Hebbal,1299.0,2.0,100.0,2
2997,Hebbal,1200.0,2.0,60.0,2
2998,Hebbal,1645.0,3.0,117.0,3
2999,Hebbal,1390.0,2.0,95.0,2
3000,Hebbal,1333.0,2.0,100.0,2
3002,Hebbal,2650.0,4.0,199.0,3
3003,Hebbal,1800.0,3.0,140.0,3
3005,Hebbal,2470.0,4.0,203.0,4
3006,Hebbal,1255.0,2.0,95.0,3
3007,Hebbal,1333.0,2.0,104.0,2
3008,Hebbal,1645.0,3.0,117.0,3
3009,Hebbal,2600.0,3.0,199.0,3
3010,Hebbal,1345.0,2.0,97.0,2
3012,Hebbal,985.0,2.0,62.0,2
3013,Hebbal,1320.0,2.0,91.0,2
3014,Hebbal,2388.0,3.0,195.0,3
3015,Hebbal,1040.0,2.0,55.0,2
3017,Hebbal,2600.0,3.0,195.0,3
3018,Hebbal,2630.0,5.0,188.0,4
3020,Hebbal,1645.0,3.0,113.0,3
3022,Hebbal,1420.0,2.0,99.39,2
3024,Hebbal,3520.0,5.0,320.0,3
3025,Hebbal,1162.0,2.0,69.0,2
3026,Hebbal,1100.0,2.0,60.0,2
3027,Hebbal,4235.0,5.0,364.0,4
3028,Hebbal,1299.0,2.0,97.0,2
3030,Hebbal,2470.0,5.0,192.0,4
3031,Hebbal,1645.0,3.0,117.0,3
3032,Hebbal,1920.0,3.0,134.0,3
3033,Hebbal,3520.0,5.0,240.0,3
3034,Hebbal,1920.0,3.0,150.0,3
3035,Hebbal,2375.0,4.0,189.0,4
3036,Hebbal,1420.0,2.0,99.26,2
3037,Hebbal,1252.0,2.0,92.0,2
3039,Hebbal,1162.0,2.0,59.0,2
3040,Hebbal,1294.0,2.0,115.0,2
3041,Hebbal,4225.0,6.0,359.0,4
3042,Hebbal,1150.0,2.0,57.0,2
3043,Hebbal,1740.0,2.0,137.0,3
3045,Hebbal,1662.0,3.0,155.0,3
3046,Hebbal,2250.0,3.0,219.0,3
3047,Hebbal,1349.0,2.0,98.0,2
3048,Hebbal,4000.0,6.0,370.0,4
3049,Hebbal,1349.0,2.0,96.8,2
3050,Hebbal Kempapura,1700.0,3.0,155.0,3
3051,Hebbal Kempapura,1800.0,3.0,175.0,3
3052,Hebbal Kempapura,2900.0,4.0,300.0,3
3053,Hebbal Kempapura,3522.0,3.0,380.0,3
3054,Hebbal Kempapura,2280.0,5.0,200.0,5
3055,Hebbal Kempapura,1200.0,2.0,125.0,2
3056,Hebbal Kempapura,2900.0,4.0,240.0,3
3058,Hebbal Kempapura,1300.0,2.0,102.0,2
3059,Hebbal Kempapura,1466.0,2.0,140.0,3
3061,Hebbal Kempapura,1725.0,2.0,165.0,3
3062,Hebbal Kempapura,1200.0,3.0,125.0,3
3063,Hebbal Kempapura,3408.0,3.0,260.0,3
3064,Hebbal Kempapura,1485.0,3.0,132.0,2
3065,Hebbal Kempapura,1400.0,2.0,108.0,2
3066,Hebbal Kempapura,1800.0,3.0,150.0,3
3067,Hebbal Kempapura,2400.0,5.0,200.0,5
3068,Hebbal Kempapura,2800.0,5.0,220.0,5
3069,Hebbal Kempapura,1785.0,3.0,165.0,3
3070,Hebbal Kempapura,3729.0,4.0,384.0,4
3071,Hebbal Kempapura,1200.0,3.0,148.0,4
3072,Hebbal Kempapura,1600.0,3.0,170.0,3
3073,Hebbal Kempapura,1730.0,3.0,175.0,3
3075,Hegde Nagar,1569.0,3.0,101.0,3
3076,Hegde Nagar,3000.0,7.0,210.0,6
3077,Hegde Nagar,2026.0,3.0,132.0,3
3078,Hegde Nagar,1801.0,3.0,115.0,3
3079,Hegde Nagar,1050.0,1.0,56.0,2
3080,Hegde Nagar,1341.0,2.0,97.0,2
3081,Hegde Nagar,2112.95,4.0,145.0,3
3082,Hegde Nagar,1200.0,4.0,83.0,4
3083,Hegde Nagar,1703.0,3.0,113.0,3
3084,Hegde Nagar,1570.0,3.0,105.0,3
3085,Hegde Nagar,1801.0,3.0,140.0,3
3086,Hegde Nagar,1584.01,3.0,103.0,3
3087,Hegde Nagar,1965.0,4.0,125.0,3
3088,Hegde Nagar,1200.0,2.0,75.0,2
3089,Hegde Nagar,1847.0,3.0,135.0,3
3090,Hegde Nagar,1965.0,4.0,132.0,3
3091,Hegde Nagar,1703.0,3.0,125.0,3
3092,Hegde Nagar,1847.0,3.0,125.0,3
3093,Hegde Nagar,2144.6,4.0,145.0,3
3094,Hegde Nagar,1718.0,3.0,119.0,3
3095,Hegde Nagar,1847.0,3.0,123.0,3
3096,Hegde Nagar,1340.0,2.0,72.0,2
3097,Hegde Nagar,2087.01,3.0,115.0,3
3098,Hegde Nagar,1703.0,3.0,130.0,3
3099,Hegde Nagar,2087.01,4.0,135.0,3
3100,Hegde Nagar,1718.0,3.0,130.0,3
3101,Hegde Nagar,1884.0,4.0,118.0,3
3102,Hegde Nagar,1930.0,4.0,122.0,3
3103,Hegde Nagar,1584.01,3.0,104.0,3
3104,Hegde Nagar,1168.0,2.0,68.0,3
3105,Hegde Nagar,2162.03,4.0,129.0,3
3106,Hegde Nagar,2087.01,4.0,160.0,3
3107,Hegde Nagar,1000.0,2.0,66.0,2
3108,Hegde Nagar,1348.0,2.0,80.5,3
3109,Hennur,1075.0,2.0,52.0,2
3110,Hennur,1255.0,2.0,52.32,2
3111,Hennur,1225.0,2.0,57.0,2
3112,Hennur,1255.0,2.0,57.5,2
3113,Hennur,1259.0,2.0,57.0,2
3114,Hennur,1255.0,2.0,53.5,2
3115,Hennur,1285.0,2.0,60.0,2
3116,Hennur,1285.0,2.0,60.0,2
3117,Hennur,1100.0,2.0,60.0,2
3118,Hennur,1231.0,2.0,48.0,2
3119,Hennur,1255.0,2.0,58.0,2
3120,Hennur,1040.0,2.0,42.12,2
3121,Hennur,1255.0,2.0,54.5,2
3122,Hennur,1041.0,2.0,40.6,2
3124,Hennur,1255.0,2.0,55.5,2
3126,Hennur,1231.0,2.0,50.0,2
3127,Hennur,2500.0,5.0,125.0,5
3128,Hennur,1160.0,2.0,49.0,2
3129,Hennur,2400.0,3.0,135.0,3
3130,Hennur,1255.0,2.0,53.5,2
3131,Hennur,1255.0,2.0,55.5,2
3132,Hennur,1100.0,2.0,44.55,2
3133,Hennur,1255.0,2.0,57.5,2
3134,Hennur,960.0,2.0,48.0,2
3135,Hennur,1020.0,2.0,48.0,2
3136,Hennur,1255.0,2.0,52.32,2
3137,Hennur,1295.0,2.0,64.0,2
3138,Hennur,1935.0,3.0,102.0,3
3140,Hennur,1345.0,2.0,69.0,3
3141,Hennur,1255.0,2.0,58.0,2
3142,Hennur,1420.0,2.0,62.0,2
3143,Hennur,1155.0,2.0,54.5,2
3144,Hennur,1255.0,2.0,52.32,2
3145,Hennur,1255.0,2.0,52.35,2
3148,Hennur,1255.0,2.0,54.5,2
3149,Hennur,1830.0,2.0,113.0,3
3150,Hennur,1830.5,3.0,84.205,3
3151,Hennur,1255.0,2.0,55.5,2
3152,Hennur,1255.0,2.0,53.57,2
3153,Hennur,1255.0,2.0,56.5,2
3154,Hennur,1050.0,2.0,42.73,2
3155,Hennur,1295.0,2.0,62.0,2
3156,Hennur Road,2089.0,3.0,140.0,3
3157,Hennur Road,3203.5,2.0,224.5,4
3158,Hennur Road,5000.0,8.0,250.0,8
3159,Hennur Road,1385.0,2.0,83.09,2
3160,Hennur Road,1317.5,2.0,63.77,2
3162,Hennur Road,2264.0,3.0,159.0,3
3163,Hennur Road,1157.0,2.0,84.0,2
3164,Hennur Road,1904.0,3.0,120.0,3
3165,Hennur Road,1891.0,3.0,109.0,3
3166,Hennur Road,1561.0,3.0,95.0,3
3168,Hennur Road,2060.0,3.0,149.0,3
3169,Hennur Road,1482.0,2.0,92.0,3
3170,Hennur Road,1232.0,2.0,89.0,2
3171,Hennur Road,1065.0,2.0,42.6,2
3173,Hennur Road,1482.0,2.0,87.0,3
3174,Hennur Road,1891.0,3.0,139.0,3
3175,Hennur Road,1703.0,3.0,101.0,3
3176,Hennur Road,1232.0,2.0,69.61,2
3177,Hennur Road,987.0,2.0,49.0,2
3179,Hennur Road,2160.0,3.0,160.0,3
3181,Hennur Road,1680.0,3.0,99.27,3
3182,Hennur Road,1065.0,2.0,42.6,2
3183,Hennur Road,1385.0,2.0,83.09,2
3185,Hennur Road,2350.0,3.0,174.0,3
3186,Hennur Road,1586.0,3.0,93.94,3
3187,Hennur Road,1975.0,3.0,123.0,3
3189,Hennur Road,1290.0,2.0,94.5,3
3190,Hennur Road,901.0,2.0,49.5,2
3191,Hennur Road,1445.0,3.0,86.56,3
3192,Hennur Road,1482.0,2.0,97.0,3
3193,Hennur Road,1182.0,2.0,82.5,2
3195,Hennur Road,1036.0,2.0,59.46,2
3196,Hennur Road,1891.0,3.0,109.0,3
3197,Hennur Road,1232.0,2.0,69.61,2
3199,Hennur Road,2320.0,3.0,170.0,3
3200,Hennur Road,1936.0,3.0,118.0,3
3201,Hennur Road,1480.0,2.0,65.0,2
3202,Hennur Road,1590.0,3.0,96.5,3
3203,Hennur Road,1445.0,2.0,105.0,3
3204,Hennur Road,1036.0,2.0,59.45,2
3205,Hennur Road,1832.0,3.0,125.0,3
3206,Hennur Road,1359.0,2.0,104.0,2
3207,Hennur Road,1341.0,2.0,75.76,2
3208,Hennur Road,1040.0,2.0,50.0,2
3210,Hennur Road,1414.0,2.0,84.18,2
3211,Hennur Road,1949.0,3.0,133.0,3
3212,Hennur Road,1232.0,2.0,89.0,2
3213,Hennur Road,1250.0,2.0,77.88,3
3214,Hennur Road,2502.0,4.0,180.0,4
3215,Hennur Road,1831.0,3.0,110.0,3
3216,Hennur Road,1232.0,2.0,87.0,2
3217,Hennur Road,1232.0,2.0,74.0,2
3218,Hennur Road,1232.0,2.0,66.0,2
3219,Hennur Road,1341.0,2.0,95.0,2
3221,Hennur Road,1232.0,2.0,88.0,2
3222,Hennur Road,2365.0,4.0,175.0,3
3223,Hennur Road,1310.0,2.0,66.0,2
3225,Hennur Road,1015.0,2.0,50.0,2
3227,Hennur Road,2264.0,3.0,168.0,3
3228,Hennur Road,2002.0,3.0,120.0,3
3229,Hennur Road,1232.0,2.0,69.6,2
3230,Hennur Road,1195.0,2.0,73.0,2
3231,Hennur Road,1020.0,2.0,47.0,2
3232,Hennur Road,5100.0,6.0,375.0,5
3233,Hennur Road,1061.0,2.0,54.92,2
3235,Hennur Road,1020.0,2.0,45.0,2
3236,Hennur Road,2041.0,3.0,128.0,3
3237,Hennur Road,1232.0,2.0,87.0,2
3238,Hennur Road,1066.0,2.0,52.23,2
3239,Hennur Road,973.0,2.0,56.0,2
3240,Hennur Road,1255.0,2.0,84.0,2
3241,Hennur Road,1232.0,2.0,83.0,2
3242,Hennur Road,1832.0,3.0,116.0,3
3243,Hennur Road,2050.0,3.0,120.0,3
3244,Hennur Road,1445.0,2.0,86.69,3
3245,Hennur Road,1445.0,2.0,83.0,3
3248,Hennur Road,1654.0,3.0,97.8,3
3249,Hennur Road,1480.0,3.0,100.0,3
3250,Hennur Road,1450.0,3.0,88.6,3
3251,Hennur Road,1155.0,2.0,69.18,2
3252,Hennur Road,1053.0,2.0,53.0,2
3253,Hennur Road,1195.0,2.0,59.0,2
3254,Hennur Road,1904.0,3.0,129.0,3
3255,Hennur Road,1981.0,3.0,134.0,3
3256,Hennur Road,1155.0,2.0,69.18,2
3258,Hennur Road,1590.0,3.0,105.0,3
3259,Hennur Road,2041.0,3.0,138.0,3
3260,Hennur Road,1100.0,2.0,78.0,3
3261,Hennur Road,1880.0,4.0,154.0,4
3262,Hennur Road,1232.0,2.0,69.61,2
3263,Hennur Road,1748.0,3.0,103.0,3
3264,Hennur Road,1460.0,2.0,80.3,2
3266,Hennur Road,1933.0,3.0,140.0,3
3267,Hennur Road,1030.0,2.0,46.5,2
3268,Hennur Road,1232.0,2.0,69.61,2
3270,Hennur Road,1445.0,2.0,89.56,3
3271,Hennur Road,973.0,2.0,50.74,2
3273,Hennur Road,1305.0,2.0,77.0,3
3275,Hennur Road,1165.0,2.0,67.0,2
3276,Hennur Road,980.0,2.0,51.0,2
3277,Hennur Road,1232.0,2.0,80.0,2
3278,Hennur Road,1085.0,2.0,43.4,2
3279,Hennur Road,950.0,2.0,55.0,2
3280,Hennur Road,1140.0,2.0,56.0,2
3281,Hennur Road,1891.0,3.0,110.0,3
3284,Hennur Road,1165.0,2.0,52.0,2
3285,Hennur Road,1450.0,2.0,80.0,2
3286,Hennur Road,1155.0,2.0,69.18,2
3287,Hennur Road,1936.0,3.0,131.0,3
3288,Hoodi,985.0,2.0,67.0,2
3291,Hoodi,1425.0,2.0,80.0,2
3292,Hoodi,1420.0,2.0,75.0,2
3293,Hoodi,1639.0,3.0,110.0,3
3295,Hoodi,1639.0,3.0,98.32,3
3299,Hoodi,1026.0,2.0,60.87,2
3300,Hoodi,1050.0,2.0,50.0,2
3301,Hoodi,1400.0,2.0,78.0,2
3302,Hoodi,2400.0,5.0,160.0,5
3303,Hoodi,1196.0,2.0,71.74,2
3305,Hoodi,1500.0,2.0,84.0,2
3306,Hoodi,1055.0,2.0,57.63,2
3307,Hoodi,1925.0,2.0,114.0,3
3308,Hoodi,1400.0,2.0,82.0,2
3310,Hoodi,706.0,1.0,48.24,1
3311,Hoodi,1257.0,2.0,69.0,2
3312,Hoodi,1132.0,2.0,67.9,2
3313,Hoodi,1925.0,3.0,110.0,3
3315,Hoodi,1257.0,2.0,71.03,2
3316,Hoodi,1305.0,2.0,75.0,2
3318,Hoodi,1240.0,2.0,65.0,2
3320,Hoodi,1108.0,2.0,74.23,2
3321,Hoodi,1257.0,2.0,68.5,2
3322,Hoodi,1000.0,2.0,48.0,2
3323,Hoodi,1063.0,2.0,61.17,2
3324,Hoodi,1259.0,2.0,69.45,2
3325,Hoodi,711.0,1.0,42.65,1
3327,Hoodi,863.0,1.0,40.55,1
3328,Hoodi,1715.0,2.0,100.0,3
3330,Hoodi,1447.0,3.0,76.0,2
3331,Hoodi,2144.0,3.0,140.0,3
3332,Hoodi,1108.0,2.0,66.46,2
3334,Hoodi,1837.0,3.0,110.0,3
3335,Hoodi,1660.0,3.0,125.0,3
3336,Hoodi,3385.0,4.0,220.0,4
3338,Hoodi,1181.0,2.0,55.0,2
3339,Hoodi,1490.0,3.0,85.0,3
3340,Hoodi,1258.5,2.0,59.135,2
3341,Horamavu Agara,1200.0,2.0,45.0,2
3342,Horamavu Agara,1560.0,3.0,75.0,3
3343,Horamavu Agara,755.0,2.0,37.49,2
3344,Horamavu Agara,982.0,2.0,47.65,2
3345,Horamavu Agara,1650.0,2.0,75.0,3
3346,Horamavu Agara,950.0,2.0,39.0,2
3347,Horamavu Agara,1756.0,3.0,92.0,3
3348,Horamavu Agara,1106.0,2.0,43.09,2
3349,Horamavu Agara,1079.0,2.0,41.0,2
3350,Horamavu Agara,1265.0,2.0,65.0,3
3351,Horamavu Agara,1060.0,2.0,37.0,2
3352,Horamavu Agara,1107.83,2.0,41.51,2
3353,Horamavu Agara,980.0,2.0,38.19,2
3354,Horamavu Agara,1250.0,3.0,65.0,3
3355,Horamavu Agara,1145.0,2.0,41.21,2
3356,Horamavu Agara,2400.0,3.0,80.0,5
3357,Horamavu Agara,1000.0,2.0,46.0,2
3358,Horamavu Agara,760.0,2.0,37.49,2
3359,Horamavu Agara,1150.0,2.0,42.0,2
3361,Horamavu Agara,750.0,2.0,37.49,2
3362,Horamavu Agara,625.0,1.0,27.0,1
3363,Horamavu Agara,1080.0,2.0,38.0,2
3364,Horamavu Agara,994.0,2.0,42.28,2
3365,Horamavu Agara,1107.83,2.0,41.51,2
3367,Horamavu Agara,1090.0,2.0,46.0,2
3368,Horamavu Agara,1400.0,3.0,63.0,3
3369,Horamavu Agara,1557.0,3.0,70.0,3
3370,Horamavu Agara,1058.0,2.0,47.0,2
3373,Horamavu Banaswadi,1460.0,2.0,80.5,2
3374,Horamavu Banaswadi,1156.0,2.0,46.0,2
3375,Horamavu Banaswadi,1180.0,2.0,58.0,2
3376,Horamavu Banaswadi,1307.0,2.0,51.6,2
3377,Horamavu Banaswadi,3800.0,8.0,200.0,6
3378,Horamavu Banaswadi,1357.0,2.0,54.0,2
3379,Horamavu Banaswadi,925.0,2.0,38.0,2
3380,Horamavu Banaswadi,1272.0,2.0,48.0,2
3381,Horamavu Banaswadi,1225.0,2.0,49.5,2
3382,Horamavu Banaswadi,1272.0,2.0,51.5,2
3383,Horamavu Banaswadi,1272.0,2.0,51.5,2
3384,Horamavu Banaswadi,1156.0,2.0,46.9,2
3385,Horamavu Banaswadi,1200.0,2.0,45.0,2
3386,Horamavu Banaswadi,1254.0,2.0,47.0,2
3387,Horamavu Banaswadi,1610.0,3.0,68.0,3
3388,Horamavu Banaswadi,1210.0,2.0,50.0,2
3389,Horamavu Banaswadi,1357.0,2.0,54.0,2
3390,Horamavu Banaswadi,1272.0,2.0,50.0,2
3391,Horamavu Banaswadi,1200.0,2.0,45.0,2
3392,Horamavu Banaswadi,1025.0,2.0,45.0,2
3393,Horamavu Banaswadi,1081.0,2.0,52.0,2
3394,Horamavu Banaswadi,1000.0,2.0,50.0,2
3395,Hormavu,1500.0,2.0,78.0,2
3396,Hormavu,1150.0,2.0,55.0,2
3398,Hormavu,1180.0,2.0,50.0,2
3399,Hormavu,1200.0,2.0,67.0,2
3400,Hormavu,1200.0,3.0,70.0,2
3401,Hormavu,1175.0,2.0,52.0,2
3402,Hormavu,1351.0,2.0,53.0,1
3403,Hormavu,1141.0,2.0,44.4,2
3404,Hormavu,1130.0,2.0,42.3,2
3406,Hormavu,1725.0,3.0,85.0,3
3407,Hormavu,1153.0,2.0,65.0,2
3408,Hormavu,1150.0,2.0,53.11,2
3409,Hormavu,1123.0,2.0,56.0,2
3410,Hormavu,1385.0,2.0,69.0,3
3412,Hormavu,1030.0,2.0,49.35,2
3413,Hormavu,1018.0,2.0,50.8,2
3414,Hormavu,1555.0,3.0,75.0,3
3415,Hormavu,1143.0,2.0,53.0,2
3416,Hormavu,1100.0,2.0,38.0,2
3417,Hormavu,1000.0,2.0,50.0,2
3418,Hormavu,1200.0,2.0,68.0,2
3420,Hormavu,1200.0,2.0,68.0,2
3421,Hormavu,765.0,2.0,37.49,2
3423,Hormavu,1081.5,2.0,38.665,2
3424,Hormavu,1250.0,2.0,60.0,2
3425,Hormavu,965.0,2.0,37.15,2
3426,Hormavu,583.0,1.0,28.275,1
3427,Hormavu,1129.0,2.0,44.0,2
3428,Hormavu,1385.0,2.0,69.25,3
3429,Hormavu,1165.0,2.0,40.0,2
3430,Hormavu,1065.0,2.0,50.92,2
3431,Hormavu,1046.0,2.0,60.0,2
3432,Hormavu,1400.0,2.0,75.0,2
3433,Hormavu,1365.0,2.0,65.0,3
3434,Hormavu,1196.0,2.0,44.8,2
3435,Hormavu,1263.0,2.0,47.36,2
3436,Hormavu,1015.0,2.0,39.08,2
3438,Hormavu,1200.0,2.0,73.0,2
3439,Hormavu,1250.0,2.0,65.0,2
3441,Hormavu,1075.0,2.0,53.7,2
3442,Hormavu,980.0,2.0,42.0,2
3443,Hormavu,1075.0,2.0,53.7,2
3444,Hormavu,2282.0,4.0,115.0,4
3445,Hormavu,1206.0,2.0,55.0,2
3446,Hormavu,1310.0,2.0,67.0,2
3447,Hormavu,1310.0,2.0,60.0,2
3448,Hormavu,1020.0,2.0,45.75,2
3449,Hormavu,1210.0,2.0,69.0,2
3450,Hosa Road,1652.0,3.0,85.0,3
3452,Hosa Road,1161.0,2.0,55.15,2
3454,Hosa Road,1161.0,2.0,55.15,2
3455,Hosa Road,1430.0,2.0,97.52,2
3456,Hosa Road,1365.0,2.0,92.0,2
3457,Hosa Road,1243.0,2.0,48.5,2
3459,Hosa Road,1332.0,2.0,86.12,3
3460,Hosa Road,615.0,1.0,28.29,1
3461,Hosa Road,1318.0,2.0,85.28,3
3462,Hosa Road,1513.0,3.0,103.0,3
3463,Hosa Road,1133.0,2.0,52.0,2
3464,Hosa Road,1016.0,2.0,40.0,2
3465,Hosa Road,972.0,2.0,40.0,2
3466,Hosa Road,1161.0,2.0,55.15,2
3467,Hosa Road,1532.0,3.0,98.13,3
3468,Hosa Road,1680.0,3.0,101.0,3
3469,Hosa Road,880.0,2.0,50.0,2
3470,Hosa Road,1533.0,3.0,98.18,3
3471,Hosa Road,1040.0,2.0,68.59,2
3472,Hosa Road,1369.1,2.0,98.0,2
3473,Hosa Road,1040.0,2.0,61.0,2
3475,Hosa Road,1245.0,2.0,62.0,2
3476,Hosa Road,1311.0,2.0,84.86,3
3477,Hosa Road,1512.0,3.0,103.0,3
3478,Hosa Road,800.0,1.0,39.99,1
3480,Hosa Road,1364.0,2.0,64.79,2
3481,Hosa Road,1016.0,2.0,45.0,2
3483,Hosa Road,1360.0,2.0,77.61,2
3484,Hosa Road,1170.0,2.0,65.0,2
3485,Hosa Road,1161.0,2.0,55.15,2
3486,Hosa Road,1538.0,3.0,107.0,3
3487,Hosa Road,1470.0,2.0,84.22,3
3488,Hosa Road,1513.0,3.0,103.0,3
3489,Hosa Road,625.0,1.0,43.68,1
3491,Hosa Road,1161.0,2.0,48.75,2
3492,Hosa Road,1893.0,3.0,130.0,3
3494,Hosa Road,615.0,1.0,43.08,1
3495,Hosa Road,1016.0,2.0,39.95,2
3496,Hosakerehalli,2378.0,3.0,262.0,3
3497,Hosakerehalli,2376.0,3.0,203.0,3
3498,Hosakerehalli,3205.0,5.0,380.0,4
3500,Hosakerehalli,3024.0,5.0,350.0,4
3501,Hosakerehalli,2400.0,5.0,250.0,5
3502,Hosakerehalli,1817.0,4.0,153.0,3
3503,Hosakerehalli,1304.0,2.0,100.0,2
3504,Hosakerehalli,2480.0,3.0,245.0,3
3505,Hosakerehalli,925.0,2.0,46.5,2
3506,Hosakerehalli,2480.0,4.0,260.0,3
3507,Hosakerehalli,1596.0,3.0,79.8,3
3508,Hosakerehalli,1200.0,2.0,100.0,3
3509,Hosakerehalli,3205.0,4.0,300.0,4
3510,Hosakerehalli,3033.0,4.0,326.0,4
3511,Hosakerehalli,600.0,2.0,65.0,2
3512,Hosakerehalli,2480.0,4.0,265.0,3
3513,Hosakerehalli,925.0,2.0,46.25,2
3514,Hosakerehalli,2376.0,3.0,240.0,3
3515,Hosakerehalli,1500.0,6.0,145.0,5
3516,Hoskote,1250.0,3.0,50.0,3
3517,Hoskote,1225.0,3.0,40.0,3
3518,Hoskote,1740.0,3.0,60.0,3
3519,Hoskote,1170.0,2.0,45.0,2
3521,Hoskote,1200.0,3.0,57.0,3
3522,Hoskote,1069.0,2.0,38.0,3
3523,Hoskote,1095.0,2.0,33.6,2
3525,Hoskote,1065.0,2.0,31.5,2
3526,Hoskote,1395.0,2.0,63.0,3
3527,Hoskote,1065.0,2.0,28.5,2
3528,Hoskote,945.0,2.0,35.0,2
3529,Hoskote,1003.5,2.0,28.095,2
3530,Hoskote,1065.0,2.0,33.75,2
3531,Hoskote,509.0,1.0,23.0,1
3532,Hosur Road,1656.0,2.0,120.0,2
3533,Hosur Road,1194.0,2.0,69.0,2
3536,Hosur Road,3300.0,5.0,240.0,5
3537,Hosur Road,1510.0,2.0,105.0,3
3538,Hosur Road,1427.0,2.0,80.63,3
3539,Hosur Road,1508.0,2.0,110.0,3
3540,Hosur Road,460.0,1.0,21.0,1
3542,Hosur Road,1179.0,2.0,49.0,2
3543,Hosur Road,950.0,2.0,60.0,2
3544,Hosur Road,1194.0,2.0,71.64,2
3545,Hosur Road,1766.0,3.0,130.0,3
3546,Hosur Road,1689.0,3.0,103.0,3
3547,Hosur Road,3600.0,5.0,180.0,5
3548,Hosur Road,1170.0,2.0,48.0,2
3549,Hosur Road,1250.0,2.0,55.0,2
3550,Hosur Road,1689.0,3.0,103.0,3
3552,Hosur Road,2000.0,4.0,130.0,4
3553,Hosur Road,1250.0,2.0,65.0,2
3554,Hosur Road,1689.0,3.0,103.0,3
3557,Hosur Road,1223.0,2.0,93.0,2
3559,Hosur Road,1919.0,3.0,117.0,3
3560,Hulimavu,1125.0,2.0,50.0,2
3561,Hulimavu,1242.0,2.0,51.0,2
3563,Hulimavu,1823.0,3.0,100.0,3
3564,Hulimavu,1300.0,2.0,36.0,2
3565,Hulimavu,1080.0,2.0,43.2,2
3566,Hulimavu,1100.0,2.0,71.5,2
3568,Hulimavu,688.0,1.0,50.0,1
3569,Hulimavu,1255.0,2.0,73.0,2
3570,Hulimavu,1200.0,4.0,75.0,4
3571,Hulimavu,1058.0,2.0,48.0,2
3572,Hulimavu,1375.0,2.0,80.0,2
3573,Hulimavu,1248.0,2.0,69.0,2
3574,Hulimavu,1818.0,3.0,135.0,3
3575,Hulimavu,1225.0,2.0,55.0,2
3576,Hulimavu,1255.0,2.0,74.0,2
3577,Hulimavu,1175.0,2.0,45.0,2
3578,Hulimavu,1255.0,2.0,69.0,2
3579,Hulimavu,1255.0,2.0,66.0,2
3580,Hulimavu,3035.0,5.0,271.0,3
3581,Hulimavu,1200.0,5.0,101.0,5
3582,Hulimavu,3035.0,5.0,220.0,3
3583,Hulimavu,1127.0,2.0,65.0,2
3584,Hulimavu,1200.0,2.0,50.0,2
3586,Hulimavu,1200.0,2.0,75.0,2
3587,Hulimavu,1430.0,2.0,90.0,3
3588,Hulimavu,850.0,1.0,39.5,2
3589,Hulimavu,1000.0,2.0,45.0,2
3592,Hulimavu,3560.0,5.0,318.0,4
3593,Hulimavu,1011.0,2.0,38.0,2
3594,Hulimavu,1276.0,2.0,76.0,2
3595,Hulimavu,1500.0,2.0,90.0,2
3596,Hulimavu,1315.0,2.0,60.48,2
3597,Hulimavu,1021.0,2.0,76.0,2
3598,Hulimavu,581.0,1.0,29.0,1
3599,Hulimavu,935.0,2.0,45.0,2
3600,Hulimavu,1050.0,2.0,125.0,2
3602,Hulimavu,1200.0,4.0,75.0,4
3603,Hulimavu,1260.0,2.0,82.0,3
3604,Hulimavu,450.0,1.0,20.0,1
3605,Hulimavu,1231.0,2.0,84.5,2
3606,Hulimavu,1916.0,2.0,150.0,3
3607,Hulimavu,1115.0,2.0,44.6,2
3608,ISRO Layout,4400.0,6.0,250.0,6
3609,ISRO Layout,1200.0,4.0,155.0,4
3610,ISRO Layout,1000.0,2.0,60.0,2
3611,ISRO Layout,1180.0,2.0,52.0,2
3612,ISRO Layout,1000.0,2.0,60.0,2
3613,ISRO Layout,1310.0,2.0,68.0,3
3614,ISRO Layout,4200.0,4.0,255.0,4
3615,ISRO Layout,1050.0,2.0,51.0,2
3616,ISRO Layout,1370.0,2.0,87.0,3
